Date,Predicted Closing Value
23-05-31,3311.7210156800015
23-06-01,3298.635527963331
23-06-02,3293.280063700005
23-06-03,3318.0364451199957
23-06-04,3301.795510290004
23-06-05,3295.648545080006
23-06-06,3301.2350735000027
23-06-07,3295.648545080006
23-06-08,3301.2350735000027
23-06-09,3295.648545080006
23-06-10,3301.2350735000027
23-06-11,3295.648545080006
23-06-12,3301.2350735000027
23-06-13,3295.648545080006
23-06-14,3301.2350735000027
23-06-15,3295.648545080006
23-06-16,3301.2350735000027
23-06-17,3295.648545080006
23-06-18,3301.2350735000027
23-06-19,3295.648545080006
23-06-20,3301.2350735000027
23-06-21,3295.648545080006
23-06-22,3301.2350735000027
23-06-23,3295.648545080006
23-06-24,3301.2350735000027
23-06-25,3295.648545080006
23-06-26,3301.2350735000027
23-06-27,3295.648545080006
23-06-28,3301.2350735000027
23-06-29,3295.648545080006
23-06-30,3301.2350735000027
23-07-01,3295.648545080006
23-07-02,3301.2350735000027
23-07-03,3295.648545080006
23-07-04,3301.2350735000027
23-07-05,3295.648545080006
23-07-06,3301.2350735000027
23-07-07,3295.648545080006
23-07-08,3301.2350735000027
23-07-09,3295.648545080006
23-07-10,3301.2350735000027
23-07-11,3295.648545080006
23-07-12,3301.2350735000027
23-07-13,3295.648545080006
23-07-14,3301.2350735000027
23-07-15,3295.648545080006
23-07-16,3301.2350735000027
23-07-17,3295.648545080006
23-07-18,3301.2350735000027
23-07-19,3295.648545080006
23-07-20,3301.2350735000027
23-07-21,3295.648545080006
23-07-22,3301.2350735000027
23-07-23,3295.648545080006
23-07-24,3301.2350735000027
23-07-25,3295.648545080006
23-07-26,3301.2350735000027
23-07-27,3295.648545080006
23-07-28,3301.2350735000027
23-07-29,3295.648545080006
23-07-30,3301.2350735000027
23-07-31,3295.648545080006
23-08-01,3301.2350735000027
23-08-02,3295.648545080006
23-08-03,3301.2350735000027
23-08-04,3295.648545080006
23-08-05,3301.2350735000027
23-08-06,3295.648545080006
23-08-07,3301.2350735000027
23-08-08,3295.648545080006
23-08-09,3301.2350735000027
23-08-10,3295.648545080006
23-08-11,3301.2350735000027
23-08-12,3295.648545080006
23-08-13,3301.2350735000027
23-08-14,3295.648545080006
23-08-15,3301.2350735000027
23-08-16,3295.648545080006
23-08-17,3301.2350735000027
23-08-18,3295.648545080006
23-08-19,3301.2350735000027
23-08-20,3295.648545080006
23-08-21,3301.2350735000027
23-08-22,3295.648545080006
23-08-23,3301.2350735000027
23-08-24,3295.648545080006
23-08-25,3301.2350735000027
23-08-26,3295.648545080006
23-08-27,3301.2350735000027
23-08-28,3295.648545080006
23-08-29,3301.2350735000027
23-08-30,3295.648545080006
23-08-31,3301.2350735000027
23-09-01,3295.648545080006
23-09-02,3301.2350735000027
23-09-03,3295.648545080006
23-09-04,3301.2350735000027
23-09-05,3295.648545080006
23-09-06,3301.2350735000027
23-09-07,3295.648545080006
